text	label
用户来访称手机异常停机了，目前人在异地无法通过归属地自有营业厅核验，要求线上开机,IM停开机类型（停机原因-停开机记录区查-看详情）:非实名违章单停；处理工号（停机原因-停开机记录区查-看详情）:hb；无法到厅开机原因:机主人在异地。	用户反应机主在外地,需要线上复机！,用户要求线上开机,用户意见很大有越级投诉倾向,请核实联系
故障现象:无信号；故障场景:所有位置；故障类型:上网；网络类型:5G；地图地址:0；地图经度:0；地图纬度:0；故障发生时间:0；手机型号:0,0；省网优预,5G手机三星S21,5G套餐,开通SA功能,1743联系用户称手机所有位置无5G信建议用户设置SA模式再试,用户不认可，,建议用户换机换卡不认可，请进一步核实。	语音或上网无法使用
投诉称10月底就来电伸请过套餐变更工作人员明确告知已经改好了次月生效，但现在发现套餐没有变还是在按99元扣费导致欠费100多元，用户对扣费不认可要求处理。争议类型:月租费争议争议费用情况:大于5元争议月份:11月-12月争议扣费记录,套餐-CDMA月租费,天翼畅享20GB（99元）套餐,套餐定价计划,套餐-CDMA月租费,天翼畅享20GB（99元）套餐。	要求退费
漫游地（省外）:山东省；具体使用地址:山东省德州市禹城市文化街2222号；省际漫游投诉问题:上网；故障发生时间,号码状态:正常；4G-LTE及国漫功能:已开通；手机是否已启用4G功能:已启用；漫出地4G信号覆盖:有4G信号覆盖；手机终端类型:4G终端,用户反映停机缴费后关机重启网络不能使用，希望尽快联系处理。	漫游语音/上网问题
1.否认办理业务:补卡2.受理渠道:湖北电子渠道运营中心（自动,3.订单记录:购物车流水:4.机主身份证:5.用户要求:否认办理，根据办理订单解释，用户不认可，自己是补卡的是，但是系统显示补卡的是。	否认改套餐、办理业务
1.主叫号码,2.受理号码,3.联系号码,4.生单原因宣传与活动不一致5.订单号XW6.用户需求:,用户称办理时宣传4元每个月，现查询每月套餐29+9，对此不认可，回复。	宣传与活动不一致
客户，通过代理服务点咨询/办理业务时，对办理差错表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型:十全十美199元套餐；营业厅名称:咸丰县远卓社区店；工作人员工号/特征:不涉及；存在的服务问题:办理差错,核实办理套餐是否办理有误；用户称办理套餐时，工作人员告知套餐的流量是达到40G后会降为3G网络，经查询上网速率降至1Mbps,觉得是工作人员办理有误，请核实。	业务办理问题
周围用户是否正常】:不清楚【经度】:111,纬度】:32,地址】:襄阳市樊西区牛首镇花园8组陈杰门前杆上16号箱用户8【地址id,基站id,受理号码,故障预处理】:本地无法主被叫【故障场景】:所有位置【故障现象】:有信号，正常【故障发生时间】,点【检测BOSS侧付费模式和欠费情况】:后付费【是否存在异常话单】:无异常话单【HLR用户是否登网（关机状态检测,关机【HLR漫游权限查询】:国内漫游,检测BOSS侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单,检测HLR侧停开机状态】:开机【呼叫权限】:国内呼叫【MSCID位置（仅供内部参考,无位置信息【检测无线网状况是否故障】:正常【检测当前是否有拨异网号码超阈值记录】:拨异网号码语音时长没有达阀值【检测HSS中VoLTE数据状态】:正常【检测VOLTE平台用户状态】:用户可以正常呼出呼入【检测ENUM开户数据是否存在】:ENUM开户数据存在【检测用户volte注册状态】:用户未注册VOLTE功能未检测到MSCID位置信息，已建议用户换机换卡，用户未恢复。	语音或上网无法使用
短信故障现象:无法收发；短信拦截类型:拦截；测试短信情况:不涉及,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您。	短信无法收发
用户称下发短信告知余额不足5元，请尽快充值，邀请你参加充20得40活动，仅限收到短信的用户参加，用户就预存20元但是没有得40元话费，预存的20元是通过支付宝充值，跟其解释活动是需要通过网址和公众号参加的，用户不认可，称短信并没有这样告知，要求向上反映，明天就要求给个答复,投诉问题场景:话费、流量提醒问题；订购记录场景查询结果:与用户描述一致；综合提醒平台查询结果:与用户描述一致；接收/发送时间,7点02。	短信提醒问题
已联系上用户，无法提供资料,请协助处理停开机类型（停机原因-停开机记录区查-看详情）:风险语音单停；处理工号（停机原因-停开机记录区查-看详情）:hbunfraud02。	异常停机不认可
1.主叫号码,2.受理号码,3.联系号码,4.生单原因宣传与活动不一致5.订单号wh6.用户需求:,客户联系处理。	宣传与活动不一致
需要查看一下早上有没有发一个余额不足的提醒短信，用户说收到了余额不足的短信，查看下行短信没有看到，需要工作人员核实一下是非有发这条短信投诉问题场景,订购记录场景查询结果:与用户描述一致；综合提醒平台查询结果:与用户描述一致；接收/发送时间:。	短信提醒问题
1.受理渠道:湖北省短信营业厅2.订单记录:购物车流水:3.机主身份证:4.用户要求:否认办理，根据办理订单解释，用户不认可。	否认改套餐、办理业务
省网优预,一键检测数据正常，费用正常，后付费，无智能网业务，无异常话务拦截，开通VOLTE，未注册VOLTE，用户仅允许呼入，17时00分拨打用户提示音异常关机，请进一步核实。双方开通4G:是；双方开通VOLTE:是；Volte开关启用:是；对方为电信Volte用户:是（可支持高清视频通话,苹果或携转用户:是（直接答复不支持,有无4G信号:是。	本地无法主被叫/上网
用户号码认为,在，,对用户号码进行骚扰,，内容:，通话时长:3分钟内，接收电话形式:人工拨打。举报时间,备注:用户要求举报核查处理:被举报号码:（无法识别归属地,无法查询归属地），请派单信安部处理。	用户接到骚扰 / 诈骗电话
1.否认办理业务:开功能【[附]第二部iTV】2.受理渠道:云梦县西大路营业厅3.订单记录:购物车流水:4.机主身份证:5.用户要求:否认办理，根据办理订单解释，用户不认可。	否认改套餐、办理业务
客户反映手机终端-4G终端-华为,FIG-AL00_社出现故障，查询终端配件设备归属:客户，客户要求核查并处理，请协助跟进。是否在保修范围内:否,0；省网优预,一键检测费用正常、未断网、未降速，用户在4G，我处1418联系用户坚持称在所有位置网速慢故障未恢复，建议用户换机换卡不认可，强烈认为是电信公司限速了，多次，请进一步核实。	本地无法主被叫/上网
反映人在外地，平时是个人使用，给家人打电话，要求申请在线复机停机类型:骚扰单停；处理工号:hb；通话频繁的原因（不涉及填无）:无；单位全称（个人填个人）:个人；能否提供工作证明:个人使用，不涉及；机主身份姓名:徐菡斌；机主身份证辅助项（三选一）:开卡年份；用户不认可项:停机原因。	骚扰单停
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-06。	号码正常，短信未拦截，不配合换机测试
用户号码认为在,对用户号码进行诈骗,用户称对方明确知道自己的信息，要求举报屏蔽此号码,信息，内容:诈骗/疑似诈骗，通话时长:3分钟内，接收电话形式:人工拨打。举报时间,备注:用户要求举报核查处理:被举报号码:（无法识别归属地,无法查询归属地），请派单信安部处理。	用户接到骚扰 / 诈骗电话
携号转网用户反映问题:携号转网之后刚开始是可以正常使用的，但是从三四天前就突然不能正常接打电话了，但同一地址同样是携号转网的号码可以正常使用。	语音或上网无法使用
要求取消点播的增值业务,加订购锁,系统操作不了。	业务办理问题
短信故障现象:无法收发；短信拦截类型:拦截；测试短信情况:不涉及,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您此为重复来电回访客户反映无法发送短信，现用户意见大，强烈要求尽快联系处理。	短信无法收发
漫游地（省外）:广西；具体使用地址:广西南宁市金陵市保利山水仪城；省际漫游投诉问题:上网；故障发生时间,号码状态:正常；4G-LTE及国漫功能:已开通；手机是否已启用4G功能:已启用；漫出地4G信号覆盖:有4G信号覆盖；手机终端类型:4G终端,用户反馈手机不能使用上网数据，手机重启也没有恢复，请核实。	漫游语音/上网问题
客户，通过自有营业厅咨询/办理业务时，对解释说明不清表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型:无；营业厅名称:荆州太岳营业厅；工作人员工号/特征:无；存在的服务问题:解释说明不清,荆州太岳营业厅在用户不知情的情况下给用户加装了副卡,用户对此非常不认可,荆州太岳营业厅在用户不知情的情况下给用户套餐内加装了副卡,用户对此非常不认可。	投诉营业厅
用户号码未实名被停机，线上验证失败,是否停机:是（请进行下一步,停机类型:工信部断卡停机；停机时间,处理工号是否是hb:是。	异常停机 需要复机
短信故障现象:无法发送；短信拦截类型:未拦截；测试短信情况:失败；所有,用户再次来电反映手机无法接收短信，按照前期答复用户不愿意换卡，坚持需要工作人员核实，；前期工单流水:反映短信无法接收，情绪非常激动，要求尽快联系处理。问题产生原因:用户反映无法发送短信和接收短信,3058/省ICNOC(1):经在短信中心查询，该用户近期发送信息状态正常，无任何拦截，记录如下:建议用户先关机后重启以排除手机软件运行故障，若仍不能解决，建议换机换卡检测终端测试,联系,女,核实短信状态正常,建议用户重启手机如未恢复,建议换机换卡检测终端测试,用户认可,联系用户情况:已联系上用户,联系电话,用户投诉问题是否属实:是,满意度:满意（10分。	短信上网语音使用问题
短信故障现象:无法收发；短信拦截类型:拦截；测试短信情况:不涉及,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您。	短信无法收发
用户号码认为在18点17分，,对用户号码进行骚扰，内容:欠款催收，通话时长:3分钟内，接收电话形式:人工拨打。举报时间,备注:用户要求举报核查处理:被举报号码:（中国移动-河南）请派单省业务平台维护中心处理。	用户接到骚扰 / 诈骗电话
故障地址】:天门市天门市电信分公司麻洋镇麻洋米厂散户6号【周围用户是否正常】:是【经度】:113,纬度】:30,地址】:天门市天门市电信分公司麻洋镇麻洋米厂散户6号【地址id,基站id,受理号码,故障预处理】:本地无法主被叫【故障场景】:部分/单一位置【故障现象】:有信号，正常【故障发生时间】,点【检测用户volte注册状态】:用户未注册VOLTE功能【检测ENUM开户数据是否存在】:查询失败【检测VOLTE平台用户状态】:查询失败【检测HSS中VoLTE数据状态】:正常【检测当前是否有拨异网号码超阈值记录】:拨异网号码语音时长没有达阀值【检测是否是5G用户】:是5G用户【检测无线网状况是否故障】:正常【MSCID位置（仅供内部参考,检测无异常，有位置信息:湖北省仙桃【呼叫权限】:港澳台呼叫【检测HLR侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单,检测BOSS侧停开机状态】:开机【HLR漫游权限查询】:港澳台漫游,国际漫游,HLR用户是否登网（关机状态检测,关机【是否存在异常话单】:无异常话单【检测BOSS侧付费模式和欠费情况】:后付费重启手机或拔插卡，用户未恢复。	本地无法主被叫/上网
客户反映-通过-办理的业务,客户对此业务规则不认可，要求处理，客服代表，请协助处理。销售品ID,销售品名称:潜江四禧卡套餐；业务类型,争议问题:流量超出,要求返还所有费用；用户反映流量有超出，称自己没有开通过移动数据，现在流量有超出，对超出不认可。	费用争议
客户反映，通过合作营业厅咨询/办理业务时，对解释说明不清表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型:新办宽带；营业厅名称:荆州市洪湖新滩镇营业厅（胡伟涛,反映办理了5G套餐，反映之前办理的工作人员没有告知用户有协议，现用户对协议不认可，要求处理；反映办理了5G套餐，反映之前办理的工作人员没有告知用户有协议，荆州平安乡村策反存300得332定价，,天翼网关不转移资产所有权使用，,机顶盒不转移资产所有权使用，现用户对协议不认可，要求处理。	否认改套餐、办理业务
用户号码认为在，,对用户号码进行骚扰，内容:，通话时长:3分钟内，接收电话形式:人工拨打。举报时间,备注:用户要求举报核查处理:被举报号码:（中国移动-北京）请派单省业务平台维护中心处理。	用户接到骚扰 / 诈骗电话
用户人在北京，无法到归属地营业厅办理复机停开机类型（停机原因-停开机记录区查-看详情）:停机标识:省电渠大数据分析双停；处理工号（停机原因-停开机记录区查-看详情）:8016；无法到厅开机原因:用户人在北京，无法到归属地营业厅办理复机。	用户表示人在外地,不方便前往营业厅,询问线上有没有解决方法,请求处理！！,用户要求线上帮忙开机,用户有离网的意向,麻烦请尽快核实处理
已发号测试短信，用户接收成功但不认可自助排障,湖北公交,就只有这个短信收不到，现在着急需要考试，急需验证。	测试短信接收成功，不认可自助排障
用户反映登录翼支付时，使用本机一键登录提示要输入支付密码，用户称不记得支付密码，使用短信登录时，也需要人脸识别，人脸识别提示的不是本人，用户称一直无法登录，现要求反映此问题，要求联系处理。	客户需求,取消并争议费用
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-01。	号码正常，短信未拦截，不配合换机测试
1.否认办理业务:5G云套餐十全十美129元档2.受理渠道:枣阳十字街营业厅3.订单记录:购物车流水:4.机主身份证:5.用户要求:否认办理，根据办理订单解释，用户不认可。	否认改套餐、办理业务
1.否认办理业务:5G云套餐十全十美169元档2.受理渠道:客户服务中心维系一厅3.订单记录:购物车流水:4.机主身份证:X5.用户要求:否认办理，根据办理订单解释，用户不认可。	否认改套餐、办理业务
已发号测试短信，用户接收成功但不认可自助排障,-13,）用户反映无法接收兴业银行和建设银行的短信，麻烦核实处理。	测试短信接收成功，不认可自助排障
漫游地（省外）:上海长宁区；具体使用地址:上海长宁区虹桥路宋元路地铁站；省际漫游投诉问题:上网；故障发生时间:从昨天开始；号码状态:正常；4G-LTE及国漫功能:已开通；手机是否已启用4G功能:已启用；漫出地4G信号覆盖:有4G信号覆盖；手机终端类型:4G终端,手机不能上网，重启把卡拿出来都无效，引导咨询漫游地当地客服不接受。	漫游语音/上网问题
需要取消这个电子渠道活动-6个月合约,，请尽快核实处理。	客户想要取消电子渠道活动-6个月合约,请核实一下
短信故障现象:无法收发；短信拦截类型:拦截；测试短信情况:不涉及,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您。	短信无法收发
周围用户是否正常】:不清楚【经度】:114,纬度】:30,地址】:武汉市黄陂区滠口街天河机场路天河机场【地址id,基站id,受理号码,故障预处理】:本地无法主被叫【故障场景】:所有位置【故障现象】:有信号，正常【故障发生时间】,点【检测BOSS侧付费模式和欠费情况】:后付费【是否存在异常话单】:无异常话单【HLR用户是否登网（关机状态检测,关机【HLR漫游权限查询】:国内漫游,检测BOSS侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单,检测HLR侧停开机状态】:开机【呼叫权限】:国内呼叫【MSCID位置（仅供内部参考,无位置信息【检测无线网状况是否故障】:正常【检测当前是否有拨异网号码超阈值记录】:拨异网号码语音时长没有达阀值【检测HSS中VoLTE数据状态】:查询失败,检测VOLTE平台用户状态】:查询失败,检测ENUM开户数据是否存在】:正常【检测用户volte注册状态】:正常未检测到MSCID位置信息，已建议用户换机换卡，用户未恢复。	本地无法主被叫/上网
删除上海,增加,14天内行程情况:更新于,您于前14天内到达或途径:无查询结果；行程轨迹故障现象:多行程；异常省份:昆山,反映自己人在昆山没去上海但是查询行程码有显示上海行程数据，用户对此表示强烈不满，要求公司核实处理并回复。	行程轨迹（多行程、无行程、少行程）
用户反应这个号码为公司的座机号码，请尽快联系处理是否停机:是；是否是涉案号码\涉案关联号码双停:是；是否引导用户联系公安:解释口径无公安联系电话；涉案\涉案关联停机记录:,集团大数据单停号码,处理成功,处理成功,JTHTZY001。	身份核验复机问题
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-15。	短信无法发送
前期流水,经彩信平台查询用户有正常发送彩信记录，不在我处彩信拦截系统，因流程未完成，则对方无法正常接收查看。需72小时内提取查看。如仍然无法接收查看，请用户检查手机终端问题。（是否支持收发彩信功能，手机终端是否能正常上网，如有条件，可做换机换卡测试，以便排除手机终端或UIM卡原因,用户称已经换机换卡过了，还是不能够发送彩信，彩信发送失败，手机可以正常上网，劳烦尽快核实处理，用户比较着急。是否设置黑名单:已设置（答复已设置黑名单无法发送彩信,手机是否支持彩信:支持；是否开启手机上网功能:已开通；开关机是否恢复:未恢复。	客户想要取消电子渠道活动-6个月合约,请核实一下
客户，通过自有营业厅咨询/办理业务时，对解释说明不清表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型:订购销售品【5G云套餐十全十美129元档,营业厅名称:天津路营业厅；工作人员工号/特征:陈思思；存在的服务问题:没有短信，凭证单子提醒,反映自己办理套餐变更营业厅没有给他发送短信提醒也没有给他凭证，因此用户很不满，要求给他发送短信提醒套餐变更或者给他一个凭证。请尽快核实处理；反映自己办理套餐变更营业厅没有给他发送短信提醒也没有给他凭证，因此用户很不满，要求给他发送短信提醒套餐变更或者给他一个凭证。请尽快核实处理。	用户客户反映宽带那个两年的协议当时办理的时候工作人员没有解释说明,请核实一下,用户要求处理问题,请核实后受理
用户否认订购，要求取消并且处理费用。投诉类型:费用争议争议扣费记录,可选包_手机上网,加密通信功能包--20元(流量不清零销售品,争议月份。	费用争议
用户要求取消电子渠道活动-6个月合约。	客户想要取消电子渠道活动-6个月合约,请核实一下
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-10。	号码正常，短信未拦截，不配合换机测试
省网优预,经核实用户号码数据正常，无话务拦截，无呼叫转移，用户开通VoLTE，未注册VoLTE。用户呼入呼出状态正常。我处联系，用户称所有位置，打几个移动的号无法接通，别人可以正常打进来，打运营商正常，换机换卡无效，数据。请相关工作人员核实回复用户,周围用户是否正常】:是【经度】:114,纬度】:30,地址】:鄂州市鄂城区新庙镇学苑路鄂城区纪律检查委员会GPON-FTTH1(政企网关,地址id,基站id,受理号码,故障预处理】:本地无法主被叫【故障场景】:所有位置【故障现象】:有信号，正常【故障发生时间】,点【检测BOSS侧付费模式和欠费情况】:后付费【是否存在异常话单】:无异常话单【HLR用户是否登网（关机状态检测,关机【HLR漫游权限查询】:查询失败【检测BOSS侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单【检测HLR侧停开机状态】:开机【呼叫权限】:国内呼叫【MSCID位置（仅供内部参考,检测无异常，有位置信息:湖北省省份【检测无线网状况是否故障】:正常【检测当前是否有拨异网号码超阈值记录】:拨异网号码语音时长没有达阀值【检测HSS中VoLTE数据状态】:正常【检测VOLTE平台用户状态】:查询失败【检测ENUM开户数据是否存在】:查询失败【检测用户volte注册状态】:用户未注册VOLTE功能有MSCID位置信息已建议用户换机换卡，用户未恢复，户表示打几个移动的号无法接通，别人可以正常打进来，就在基站旁边信号没问题,用户前期问题没有解决,用户说换卡了也是一样的问题是否为单个通信异常:否；呼入或呼出不畅:呼出。	本地无法主被叫/上网
短信故障现象:无法收发；短信拦截类型:拦截；测试短信情况:不涉及,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您用户称无法接收建设银行发送的短信验证码，请尽快核实联系。	短信无法收发
客户反映.，通过合作营业厅咨询/办理业务时，对解释说明不清表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型,营业厅名称:荆州荆南路今通专营店,反映要取消通信助理，通信助理智能版66元，请转受理渠道核实并联系用户，；反映要取消通信助理，通信助理智能版66元，请转受理渠道核实并联系用户。	否认改套餐、办理业务
不知情这个7天全天云回看月包,是需要扣费的争议类型:用户否认使用争议费用情况:大于5元争议月份:11月争议扣费记录:天全天云回看月包。	费用争议
用户号码认为在,对用户号码进行骚扰，要求屏蔽省外的号码来电,内容:欠款催收，通话时长:3分钟内，接收电话形式:人工拨打。举报时间,备注:用户要求举报核查处理:被举报号码:（无法识别归属地,无法查询归属地），请派单信安部处理。	用户接到骚扰 / 诈骗电话
已经订购校园翼支付PLUS会员促销包,但是无法领取优惠券,请联系,截图已经上传。	翼支付/橙分期活动问题
之前没有安装电视，现需要师傅安装请核实优先通过催装移场景诊断:是（请优先通过来电首页-催装移场景处理,流程是否竣工:是；是否已上门安装:否；受理订单号:武汉市黄陂区滠口街盘龙一路南德榜样学府2栋A单元30楼3004室；产品类型:ITV；业务受理类型:装机。	安装宽带、itv、摄像头
漫游地（省外）:广东东莞；具体使用地址:东莞赤岗；省际漫游投诉问题:上网；故障发生时间,号码状态:正常；4G-LTE及国漫功能:已开通；手机是否已启用4G功能:已启用；漫出地4G信号覆盖:有4G信号覆盖；手机终端类型:4G终端,手机上网非常卡，已联系过当地客服，表示要联系归属地。	漫游语音/上网问题
客户，通过自有营业厅咨询/办理业务时，对办理差错表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型:新装宽带；营业厅名称:大冶政企客户部；工作人员工号/特征:不涉及；存在的服务问题:不涉及,同上；用户否认办理此宽带，称自己从未办理过，现对此不认可，要求尽快核实处理。	用户对套餐欠费不认可
增加不涉及#14天内行程情况:更新于,您于前14天内到达或途径:无查询结果；行程轨迹故障现象:无行程；异常省份:湖北省武汉市,用户反映查询行程无结果，着急使用，请尽快联系处理。	无法查询行程，需增加轨迹
1.主叫号码,2.受理号码,3.联系号码,4.生单原因宣传与活动不一致5.订单号FXI6.用户需求:,用户反映当时宣传是说有300分钟通话和20G通用流量，但用户现套餐只有30G定向流量，都没有,请核实联系处理。	宣传与活动不一致
用户反映自己在23号在五堰直营厅办理的异地销户，但是号码一直没销户成功,用户意见很大请尽快联系，号码归属地和受理销户地:至少有一方为湖北；是否已办理异地销户:是；申请时间,7个工作日处理时限:用户不认可；身份证号码归属地:湖北武汉；受理销户营业厅:五堰直营厅；无。	用户需办理异地销户
前期流水:，用户对下个月才能改回原来套餐不认可，表示本月宽带并未提速，未享受到199元套餐，对扣费199元不认可，麻烦尽快核实处理。	投诉场景
短信故障现象:无法收发；短信拦截类型:拦截；测试短信情况:不涉及,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您。	短信无法收发
短信故障现象:无法收发；短信拦截类型:拦截；测试短信情况:不涉及,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您,下午2点到5点联系。	短信无法收发
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-08。	号码正常，短信未拦截，不配合换机测试
短信故障现象:无法收发；短信拦截类型:未拦截；测试短信情况:不涉及,12-13,生单原因:短信权限问题导致无法发送,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您。	短信无法收发
用户号码认为在，,对用户号码进行骚扰，内容:，通话时长:3分钟内，接收电话形式:人工拨打。举报时间,备注:用户要求举报核查处理:被举报号码:（中国联通-湖北）请派单省业务平台维护中心处理。	用户接到骚扰 / 诈骗电话
用户反映今年10月以前每月翼支付有返还权益金25元，用户对今年10月开始翼支付APP未收到返还翼支付权益金25元不认可,用户坚称之前返还翼支付权益金25元但是近几个月未返还,请核实后尽快处理回复,投诉类型:营销活动（返利、宣传、规则问题）问题类型:参加活动未返利。	翼支付/橙分期活动问题
套餐名称:-星卡（39元,套餐销售品ID,争议月份,争议金额:元；停机记录:停机时间,扣费记录,套餐费-区内通话费,星卡（39元,同上；用户对停机后仍收取费用不认可，反映自己几个月没有使用，10-11没有收，但是本月显示扣取月租费用不认可，要求反馈核实具体原因。	费用争议
客户反映d出现故障，查询终端配件设备归属:客户，客户要求核查并处理，请协助跟进。是否在保修范围内:是,d；一键检测数据正常，费用正常，无异常话务拦截，,VOLTE功能开通未注册状态，VOLTE呼入呼出状态正常。1048分致电用户称2号手机新补的卡在所有位置语音无法主被叫，4G套餐，重启手机、重插拔手机卡操作尝试，如无效。建议用户换卡不认可,周围用户是否正常】:是【经度】:114,纬度】:30,地址】:黄冈市黄州区明珠大道金家上城小区18栋1单元19楼1902【地址id,基站id,受理号码,故障预处理】:本地无法主被叫【故障场景】:所有位置【故障现象】:有信号，正常【故障发生时间】,点【检测BOSS侧付费模式和欠费情况】:后付费【是否存在异常话单】:无异常话单【HLR用户是否登网（关机状态检测,关机【HLR漫游权限查询】:查询失败【检测BOSS侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单【检测HLR侧停开机状态】:开机【呼叫权限】:国内呼叫【MSCID位置（仅供内部参考,检测无异常，有位置信息:湖北省省份【检测无线网状况是否故障】:正常【检测当前是否有拨异网号码超阈值记录】:拨异网号码语音时长没有达阀值【检测HSS中VoLTE数据状态】:正常【检测VOLTE平台用户状态】:用户可以正常呼出呼入【检测ENUM开户数据是否存在】:ENUM开户数据存在【检测用户volte注册状态】:用户未注册VOLTE功能有MSCID位置信息已建议用户换机换卡，用户未恢复。	本地无法主被叫/上网
省网优预,经核实用户号码数据正常，无话务拦截，无呼叫转移，用户开通VoLTE，未注册VoLTE。用户呼入呼出状态正常。我处联系，用户称所有位置无法拨打。数据。请相关工作人员核实回复用户,故障地址】:武汉市洪山区中南路下徐家湾18号【周围用户是否正常】:否【经度】:114,纬度】:30,地址】:武汉市洪山区中南路下徐家湾18号【地址id,基站id,受理号码,故障预处理】:本地无法主被叫【故障场景】:部分/单一位置【故障现象】:有信号，正常【故障发生时间】,点【检测BOSS侧付费模式和欠费情况】:后付费【是否存在异常话单】:无异常话单【HLR用户是否登网（关机状态检测,关机【HLR漫游权限查询】:国内漫游【检测BOSS侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单【检测HLR侧停开机状态】:开机【呼叫权限】:国内呼叫【MSCID位置（仅供内部参考,检测无异常，有位置信息:湖北省武汉【检测无线网状况是否故障】:正常【检测当前是否有拨异网号码超阈值记录】:拨异网号码语音时长没有达阀值【检测HSS中VoLTE数据状态】:正常【检测VOLTE平台用户状态】:查询失败【检测ENUM开户数据是否存在】:查询失败【检测用户volte注册状态】:用户未注册VOLTE功能查询失败，已建议用户换机换卡，用户未恢复,此为重复来电）反映称打电话的时候语音播报告知需要实名认证，我处查询显示号码正常，也没有短信提示，故登记核实，双方开通4G:是；双方开通VOLTE:是；Volte开关启用:是；对方为电信Volte用户:是（可支持高清视频通话,苹果或携转用户:是（直接答复不支持,有无4G信号:是。	本地无法主被叫/上网
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试。	号码正常，短信未拦截，不配合换机测试
用户号码认为,在，,对用户号码进行骚扰，内容:，通话时长:3分钟内，接收电话形式:人工拨打。举报时间,备注:用户要求举报核查处理:被举报号码:（中国移动-陕西）请派单省业务平台维护中心处理。	用户接到骚扰 / 诈骗电话
漫游地（省外）:河南；具体使用地址:河南省汝阳县付店镇西坪村；省际漫游投诉问题:上网；故障发生时间:号；号码状态:正常；4G-LTE及国漫功能:已开通；手机是否已启用4G功能:已启用；漫出地4G信号覆盖:有4G信号覆盖；手机终端类型:4G终端,告知现在完全无法上网，现在人在河南请核实当地是否有网络故障问题，请核实回电。	漫游语音/上网问题
周围用户是否正常】:是【经度】:116,纬度】:31,地址】:湖北省黄冈市蕲春法院【地址id,基站id,受理号码,故障预处理】:本地无法主被叫【故障场景】:所有位置【故障现象】:信号弱，不稳定【故障发生时间】,点【检测用户volte注册状态】:正常【检测ENUM开户数据是否存在】:正常【检测VOLTE平台用户状态】:查询失败,检测HSS中VoLTE数据状态】:查询失败,检测当前是否有拨异网号码超阈值记录】:拨异网号码语音时长没有达阀值【检测是否是5G用户】:是5G用户【检测无线网状况是否故障】:正常【MSCID位置（仅供内部参考,检测无异常，有位置信息:湖北省黄冈【呼叫权限】:国内呼叫【检测HLR侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单,检测BOSS侧停开机状态】:开机【HLR漫游权限查询】:查询失败【HLR用户是否登网（关机状态检测,关机【是否存在异常话单】:无异常话单【检测BOSS侧付费模式和欠费情况】:后付费重启手机或拔插卡，用户未恢复。	语音或上网无法使用
周围用户是否正常】:不清楚【经度】:114,纬度】:30,地址】:武汉市蔡甸区大集街大沌路莲溪社区F9栋1单元1002【地址id,基站id,受理号码,故障预处理】:本地无法被叫【故障场景】:所有位置【故障现象】:有信号，正常【故障发生时间】,点【检测BOSS侧付费模式和欠费情况】:后付费【是否存在异常话单】:无异常话单【HLR用户是否登网（关机状态检测,关机【HLR漫游权限查询】:国内漫游,检测BOSS侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单,检测HLR侧停开机状态】:开机【MSCID位置（仅供内部参考,检测无异常，有位置信息:湖北省武汉【呼叫转移】:无呼叫转移【呼入权限】:不限制【检测无线网状况是否故障】:正常【检测是否是5G用户】:是5G用户【检测HSS中VoLTE数据状态】:正常【检测VOLTE平台用户状态】:用户可以正常呼出呼入【检测ENUM开户数据是否存在】:ENUM开户数据存在【检测用户volte注册状态】:用户已注册VOLTE功能重启手机或拔插卡，用户未恢复。	语音或上网无法使用
用户称今天到营业厅把套餐办理了停机保号，自己本人并没有申请复机，现用户，请尽快核实联系，所办理业务订单,受理渠道名称:省客服中心。	业务办理问题
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-08。	号码正常，短信未拦截，不配合换机测试
